timestamp,ac_output_kw,system_capacity_kw,location,data_year
2023-01-05 15:00:00,20.76,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 16:00:00,11.55,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-05 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 08:00:00,11.44,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 09:00:00,22.82,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 10:00:00,25.78,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 11:00:00,30.74,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 12:00:00,34.82,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 13:00:00,36.67,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 14:00:00,25.1,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 15:00:00,17.36,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 16:00:00,11.89,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-06 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 08:00:00,10.01,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 09:00:00,16.11,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 10:00:00,29.18,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 11:00:00,35.5,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 12:00:00,35.83,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 13:00:00,33.91,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 14:00:00,27.55,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 15:00:00,22.23,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 16:00:00,11.58,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-07 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 08:00:00,11.55,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 09:00:00,22.08,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 10:00:00,27.8,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 11:00:00,35.85,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 12:00:00,30.89,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 13:00:00,35.42,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 14:00:00,26.66,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 15:00:00,20.33,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 16:00:00,11.6,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-08 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 08:00:00,9.8,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 09:00:00,20.26,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 10:00:00,29.81,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 11:00:00,25.58,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 12:00:00,22.62,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 13:00:00,30.53,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 14:00:00,26.12,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 15:00:00,13.37,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 16:00:00,11.78,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-09 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 08:00:00,8.76,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 09:00:00,21.83,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 10:00:00,28.96,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 11:00:00,35.15,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 12:00:00,31.49,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 13:00:00,23.92,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 14:00:00,16.56,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 15:00:00,21.82,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 16:00:00,11.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-10 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 08:00:00,11.81,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 09:00:00,22.3,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 10:00:00,27.74,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 11:00:00,27.27,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 12:00:00,36.63,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 13:00:00,27.87,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 14:00:00,31.71,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 15:00:00,23.4,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 16:00:00,10.94,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-11 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 08:00:00,11.09,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 09:00:00,21.67,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 10:00:00,21.85,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 11:00:00,36.7,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 12:00:00,31.48,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 13:00:00,34.4,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 14:00:00,24.21,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 15:00:00,22.12,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 16:00:00,12.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-12 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 08:00:00,11.63,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 09:00:00,19.93,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 10:00:00,25.35,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 11:00:00,36.59,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 12:00:00,25.55,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 13:00:00,32.68,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 14:00:00,23.5,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 15:00:00,16.15,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 16:00:00,10.78,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 17:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 18:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 19:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 20:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 21:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 22:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-13 23:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 00:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 01:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 02:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 03:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 04:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 05:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 06:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 07:00:00,0.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 08:00:00,12.0,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 09:00:00,21.47,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 10:00:00,29.58,100,"Mission Viejo, CA (synthetic 2023)",2023
2023-01-14 11:00:00,24.44,100,"Mission Viejo, CA (synthetic 2023)",2023
